ISBN,Title,Other Titles,Author,All Names,Country of Publication,Place of Publication,Publisher,Publication Year
9781907519758,2000 AD,Judge Dredd megazine ; Mean Machine : real mean ; Real mean,"Wagner, John","Staples, Greg [person] ; Rennie, Gordon [person] ; Dillon, Steve [person] ; Grant, Alan, 1949- [person] ; Wagner, John, 1949- [person]",England,Oxford,Rebellion,2011
9781781080412,2000 AD,Judge Dredd megazine ; Mega-City undercover. Vol. 02. Living the low life,"Williams, Rob (Robert Glyndwr)","Smudge, artist [person] ; D'Israeli [person] ; Williams, Rob (Robert Glyndwr) [person] ; Dayglo, Rufus [person]",England,Oxford,Rebellion,2012
9781907519840,2000 AD,Judge Dredd megazine ; The taxidermist,"Wagner, John","Hairsine, Trevor [person] ; Gibson, Ian [person] ; Grant, Alan, 1949- [person] ; Kennedy, Cam [person] ; Wagner, John, 1949- [person]",England,Oxford,Rebellion,2011
9781905437504,2000 AD,Judge Dredd. Mandroid ; Mandroid,"Wagner, John","Walker, Kevin, 1965- [person] ; Coleby, Simon [person] ; Critchlow, Carl, 1963- [person] ; Wagner, John, 1949- [person]",England,Oxford,Rebellion,2007
9781781086308,2000 AD,Judge Dredd. Mandroid ; Mandroid,"Wagner, John","Walker, Kevin, 1965-, artist [person] ; Critchlow, Carl, 1963-, artist [person] ; Coleby, Simon, artist [person] ; Wagner, John, 1949-, author [person]",England,Oxford,Rebellion,2018
9781907992391,2000 AD,Judge Dredd. Tour of duty. Mega-City justice ; Tour of duty. Mega-City justice,"Wagner, John","Critchlow, Carl, 1963- [person] ; Ezquerra, Carlos [person] ; Wagner, John, 1949- [person]",England,Oxford,Rebellion,2011
9781905437665,2000 AD,King ; Sláine. The king,"Mills, Pat","Mills, Pat [person] ; Fabry, Glenn [person]",England,Oxford,Rebellion,2008
9781907519192,2000 AD,Leviathan,"Edginton, Ian","D'Israeli [person] ; Edginton, Ian [person]",England,Oxford,Rebellion,2010
9781781080436,2000 AD,Life and death of Johnny Alpha : the project ; Strontium Dog. The life and death of Johnny Alpha : the project,"Wagner, John","Ezquerra, Carlos [person] ; Wagner, John, 1949- [person]",England,Oxford,Rebellion,2012
9781907519857,2000 AD,Lord of Misrule ; Sláine. Lord of Misrule,"Mills, Pat","Langley, Clint [person] ; Murray, Jim, 1972- [person] ; Staples, Greg [person] ; Mills, Pat [person]",England,Oxford,Rebellion,2011
9781907992513,2000 AD,Love like blood ; Necronauts ; Necronauts & A love like blood ; Necronauts and A love like blood ; Tharg's terror tales presents Necronauts & A love like blood,"Rennie, Gordon","Irving, Frazer [person] ; Smith, John, 1967- [person] ; Rennie, Gordon [person]",England,Oxford,Rebellion,2011
9781907992483,2000 AD,Mazeworld,"Grant, Alan","Ranson, Arthur [person] ; Grant, Alan, 1949- [person]",England,Oxford,Rebellion,2011
9781840236354,2000 AD,Necropolis,"Wagner, John","Ezquerra, Carlos [person] ; Wagner, John, 1949- [person]",England,London,Titan,2003
9780600596394,2000 AD,Nikolai Dante : the Romanov dynasty,"Morrison, Robbie","Fraser, Simon, 1950- [person] ; Morrison, Robbie [person]",England,London,Hamlyn,1998
9781907519895,2000 AD,Nikolai Dante ; Nikolai Dante. Too cool to kill,"Morrison, Robbie","Fraser, Simon, 1969- [person] ; Morrison, Robbie [person]",England,Oxford,Rebellion,2011
9781905437696,2000 AD,Nikolai Dante. Sword of the Tsar ; Sword of the Tsar,"Morrison, Robbie","Fraser, Simon, 1969- [person] ; Burns, John, 1938- [person] ; Morrison, Robbie [person]",England,Oxford,Rebellion,2008
9781904265207,2000 AD,Nikolai Dante. The Romanov Dynasty ; Romanov Dynasty,"Morrison, Robbie","Fraser, Simon, 1969- [person] ; Adlard, Charlie [person] ; Morrison, Robbie [person]",England,Oxford,Rebellion,2004
,2000 AD,Nikolai Dante. Tsar wars ; Tsar wars,"Morrison, Robbie","Yeowell, Steve [person] ; Fraser, Simon, 1950- [person] ; Burns, John, 1938- [person] ; Morrison, Robbie [person]",England,Oxford,Rebellion,2006
9781781085462,2000 AD,Psychopomp ; Sláine : the Brutania chronicles. Book three. Psychopomp,"Mills, Pat","Mills, Pat, author [person] ; Davis, S. B. (Simon B.), artist [person]",England,Oxford,Rebellion,2017
9781904265849,2000 AD,Re-gene,"Finley-Day, Gerry","Finley-Day, Gerry [person] ; Kennedy, Cam [person] ; Ortiz, José, 1932- [person]",England,Oxford,Rebellion,2006
9781904265801,2000 AD,Rogue Trooper. To the ends of Nu Earth,"Finley-Day, Gerry","Finley-Day, Gerry [person] ; Kennedy, Cam [person] ; Dillon, Steve [person] ; Goring, Trevor, 1952- [person]",England,Oxford,Rebellion,2006
9781840234817,2000 AD,Rogue Trooper: future war,,"Finley-Day, Gerry [person]",England,London,Titan,2002
9780600596417,2000 AD,Sinister Dexter : gun lovin' criminals,"Abnett, Dan","Davis, S. B. (Simon B.) [person] ; Abnett, Dan [person]",England,London,Hamlyn,1998
9781907992247,2000 AD,Sláine. The wanderer ; Wanderer,"Mills, Pat","Langley, Clint [person] ; Mills, Pat [person] ; Hicklenton, John, 1967-2010 [person]",England,Oxford,Rebellion,2011
9781905437214,2000 AD,Sláine. Time killer ; Time killer,"Mills, Pat","Kincaid, Angie [person] ; Belardinelli, Massimo, 1938-2007 [person] ; Mills, Pat [person]",England,Oxford,Rebellion,2007
9781840234794,2000 AD,Strontium dog : portrait of a mutant,"Grant, Alan","Ezquerra, Carlos [person] ; Grant, Alan, 1949- [person] ; Wagner, John, 1949- [person]",England,London,Titan,2002
9781781085547,2000 AD,Survival geeks,"Rennie, Gordon","Rennie, Gordon, author [person] ; Googe, Neil, artist [person] ; Beeby, Emma, author [person]",England,Oxford,Rebellion,2017
9781781080085,2000 AD,The Cursed Earth saga,"Mills, Pat","Bolland, Brian [person] ; McMahon, Mike [person] ; Mills, Pat [person] ; Wagner, John, 1949- [person]",England,Oxford,Rebellion,2012
9781781080450,2000 AD,The Dark Judges,"Wagner, John","Bolland, Brian [person] ; Grant, Alan, 1949- [person] ; Wagner, John, 1949- [person]",England,Oxford,Rebellion,2012
9781781081099,2000 AD,The Judge Child,"Wagner, John","Grant, Alan, 1949-, author [person] ; Wagner, John, 1949-, author [person] ; Smith, Ron, 1926-, illustrator [person] ; McMahon, Mike, illustrator [person] ; Bolland, Brian, illustrator [person]",England,Oxford,Rebellion,2013
9781905437832,2000 AD,"The V.C.s. You're hit, you're dead! ; You're hit, you're dead!","Finley-Day, Gerry","Finley-Day, Gerry [person] ; McMahon, Mike [person]",England,Oxford,Rebellion,2008
9781781086360,2000 AD,The ballad of Halo Jones. Volume 2,"Moore, Alan","Gibson, Ian, artist [person] ; Moore, Alan, 1953-, author [person]",England,Oxford,Rebellion,2018
9781906735524,2000 AD,The complete Harlem Heroes,"Mills, Pat","Gibbons, Dave, 1949- [person] ; Trigo, Carlos, artist [person] ; Belardinelli, Massimo, 1938-2007 [person] ; Tully, Tom [person] ; Mills, Pat [person]",England,Oxford,Rebellion,2010
9781781085448,2000 AD,The last American,"Grant, Alan","Grant, Alan, 1949-, author [person] ; McMahon, Mike, artist [person] ; Wagner, John, 1949-, author [person]",England,Oxford,Rebellion,2017
9781905437498,2000 AD,The red seas. Volume 1. Under the banner of King Death ; Under the banner of King Death,"Edginton, Ian","Yeowell, Steve [person] ; Edginton, Ian [person]",England,Oxford,Rebellion,2007
9788190696364,20000 leagues under the sea,"20,000 leagues under the sea ; Twenty thousand leagues under the sea","Rafter, Dan","Ahluwalia, Bhupendra [person] ; Verne, Jules, 1828-1905 [person] ; Rafter, Dan [person]",England ; India,Delhi ; London,Campfire ; Frances Lincoln,2010
9781904265771,2000AD,Storming heaven : the Frazer Irving collection,"Irving, Frazer","Irving, Frazer [person] ; Smith, John, 1967- [person]",England,Oxford,Rebellion,2007
9780973703993,2020 visions,Jamie Delano's 2020 visions,"Delano, Jamie","Pleece, Warren [person] ; Delano, Jamie [person]",Canada,"Toronto, Ontario",Speakeasy Comics,2005
9781561632909,2024 : a graphic novel,,"Rall, Ted","Rall, Ted [person]",England ; United States of America,London ; New York,Turnaround,2004
,2029. 1,The Terminator 2029. 1,"Whedon, Zack","MacDonald, Andy, artist [person] ; Whedon, Zack [person] ; Jackson, Dan, 1971- [person]",United States of America,"Milwaukie, Oregon",Dark Horse Comics,2010
9781561632794,2042,,"Rall, Ted","Rall, Ted [person]",England ; United States of America,London ; New York,Turnaround,2001
9781849180160,20ème de cavalerie. English,The 20th Cavalry,Morris,"Morris, 1923-2001 [person] ; Goscinny, 1926-1977 [person]",England,Canterbury,Cinebook,2010
9780857688798,21 down,,"Gray, Justin","Palmiotti, Jimmy [person] ; Gray, Justin, writer [person] ; Saiz, Jesús [person]",England,London,Titan,2011
9781782766612,21st century Tank Girl,Twenty-first century Tank Girl,"Martin, Alan C.","Edwards, Jonathan, illustrator [person] ; Bond, Philip, 1966-, illustrator [person] ; Parson, Brett, 1984-, illustrator [person] ; Mahfood, Jim, illustrator [person] ; Hewlett, Jamie, illustrator [person] ; Knowles, Craig, illustrator [person] ; Johnson-Cadwell, Warwick, illustrator [person] ; Martin, Alan C., author [person]",England,London,Titan Comics,2015
9781600105449,24 omnibus,,,"Ryall, Chris [person]",United States of America,"San Diego, California",,2009
9781932382716,24,,"Haynes, Mark L.","Haynes, Mark L. [person] ; Guedes, Renato [person] ; Vaughn, J. C. [person] ; Clark, Manny [person]",England ; United States of America,"London ; San Diego, California",Diamond,2005
9781845762209,24,Midnight sun ; One shot ; Stories ; Twenty-four,,"Guedes, Renato [person] ; Vaughn, J. C. [person]",England,London,Titan,2005
9780785133964 ; 9780785134206,24/7,Birthday boy ; Issue #289 ; Issues #590-591 ; Issues #592-594 ; Loose ends ; Spider-man. 24/7 ; The amazing Spider-Man. 24/7,,"Jimenez, Phil [person] ; Van Lente, Fred [person] ; Slott, Dan [person] ; Waid, Mark, 1962- [person] ; Wells, Zeb [person]",United States of America,New York,Marvel Publishing,2009
9781582406367,24seven,NYC Mech presents 24seven. Volume one,,"Brandon, Ivan, editor [person]",United States of America,"Berkeley, California",Image Comics,2006
9781607063827,27. First set,First set ; Twenty-seven,"Soule, Charles","Soule, Charles [person] ; Podestá, Renzo [person] ; Depasquale, Shawn [person]",United States of America,"Berkeley, California",Image,2011
9781607065210,27. Second set,Second set ; Twenty-seven. Second set,"Soule, Charles","Soule, Charles [person] ; Podestá, Renzo [person]",United States of America,"Berkeley, California",Image Comics,2012
9780007236725,28 days later : the aftermath,,"Niles, Steve","Niles, Steve [person]",England,London,Fox Atomic Comics,2007
9781945205064,3 Stooges,Boys are back ; The Three Stooges. Volume one. The boys are back,"Check, S. A.","Gallant, S. L. (Shannon Londin), artist [person] ; Hill, Christopher, author ; writer [person] ; Scalf, Chris, artist [person] ; Belson, Jerry, author [person] ; Vaughn, J. C., author [person] ; Ropp, Adrian, artist [person] ; Moore, Sparky, artist ; author [person] ; Smith, Bob, 1951 November 18-, artist [person] ; Fraim, Brendon, artist [person] ; Fraim, Brian, artist [person] ; Check, S. A., author [person] ; Kuhoric, James, author [person] ; Galvan, Bill, artist [person]",United States of America,"Bel Air, Maryland",American Mythology Productions,2017
9781945205118,3 Stooges,The Three Stooges. Volume 2. TV time,"Check, S. A.","Galvan, Bill, illustrator [person] ; Check, S. A., author [person] ; Fraim, Brendon, illustrator [person] ; Fraim, Brian, illustrator [person]",United States of America,"Bel Air, Maryland",American Mythology Productions,2018
9781849183031,3 formules du Professeur Sato - Mortimer contre Mortimer. English,Mortimer versus Mortimer ; Professor Satō's three formulae. Part 2. Mortimer versus Mortimer,"Jacobs, Edgar-P. (Edgar-Pierre)","Moor, Bob de, 1925-1992, artist [person] ; Saincantin, Jerome, translator [person] ; Jacobs, Edgar-P. (Edgar-Pierre), 1904-1987, author [person]",England,"Canterbury, Kent",Cinebook,2016
9781849182928,3 formules du professeur Satō. tome 1. English,Mortimer in Tokyo ; Professor Satō's three formulae : Mortimer in Tokyo ; Professor Satō's three formulae. Part 1,"Jacobs, Edgar-P. (Edgar-Pierre)","Saincantin, Jerome, translator [person] ; Marssignac, Paul-Serge, 1937-2007 [person] ; Jacobs, Edgar-P. (Edgar-Pierre), 1904-1987, artist ; author [person]",England,"Canterbury, Kent",Cinebook,2016
9781910619827,3 musketeers,Classics illustrated presents The three musketeers ; The three musketeers ; Trois mousquetaires,,"Brooks, Jon, editor [person] ; Evans, George, 1920-2001, artist [person] ; Dumas, Alexandre, 1802-1870 [person] ; Smith, Sherwood [person]",England,"Newbury, Berkshire",,2016
9781943145348,3 x 4,3x4 ; Three by four ; Three times four with Annemarie : a TOON book,"Brunetti, Ivan","Brunetti, Ivan, artist ; author [person]",United States of America,New York,TOON,2018
9781897548790,3,Three,"Richardson, Robert Burke","Zeke [person] ; Richardson, Robert Burke [person]",United States of America,"Coquitlam, BC",Arcana Comics,2010
9781600106330,30 days of night : collector's set,Thirty days of night,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Niles, Steve [person]",England ; United States of America,"London ; San Diego, California",Diamond,2009
9781600109911,30 days of night : dark days,Thirty days of night,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Niles, Steve [person]",England ; United States of America,"London ; San Diego, California",Diamond,2011
9781600109652,30 days of night collector's set,30 days of night ; Dark days ; Return of Barrow ; Thirty days of night collector's set,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Niles, Steve [person]",England ; United States of America,"London ; San Diego, California",Diamond,2012
9781613776490,30 days of night compendium,Thirty days of night compendium,"Niles, Steve","Wickline, Dan, author [person] ; DeConnick, Kelly Sue, author [person] ; Lapham, David, author [person] ; Niles, Steve, author [person] ; Lansdale, Joe R., 1951-, author [person] ; Fraction, Matt, author [person] ; Templesmith, Ben, 1984-, author [person] ; Templesmith, Ben, 1984-, artist [person]",United States of America,"San Diego, California",,2013
9781613770405,30 days of night omnibus,Thirty days of night omnibus,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Robbins, Robbie [person] ; Niles, Steve [person]",United States of America,"San Diego, California",,2011
9781840236408,30 days of night,,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Niles, Steve [person]",England,London,Titan,2003
9781600109652,30 days of night,30 days of night collector's set ; Dark days ; Return of Barrow ; Thirty days of night collector's set,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Niles, Steve [person]",England ; United States of America,"London ; San Diego, California",Diamond,2012
9781600101014,30 days of night,Dark days ; Return to Barrow ; The 30 days of night trilogy,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Niles, Steve [person]",England ; United States of America,"London ; San Diego, California",Diamond,2007
9780857684998 ; 9781401231781,30 days of night,"The X files, 30 days of night ; Thirty days of night","Niles, Steve","Jones, Adam, 1965- [person] ; Royer, Darlene [person] ; Dukeshire, Ed [person] ; Eltaeb, Gabe [person] ; González, Jorge [person] ; Niles, Steve [person] ; Mandrake, Tom, 1956- [person]",United States of America,New York,DC Comics,2011
9781631400537,30 days of night,The X-files. 30 days of night ; Thirty days of night,"Niles, Steve","Niles, Steve, author [person] ; Jones, Adam, 1965-, author [person] ; Mandrake, Tom, 1956-, artist [person]",United States of America,San Diego,,2015
9781600109560,30 days of night,Thirty days of night,"Niles, Steve","Templesmith, Ben, 1984- [person] ; Niles, Steve [person]",England ; United States of America,"London ; San Diego, California",Diamond,2012
9781684053094,30 days of night,Thirty days of night,"Niles, Steve","Simpson, Brad (Bradley Darwin), 1975- [person] ; Lee, Shawn, letterer [person] ; Kowalski, Piotr, artist [person] ; Long, Tom B. [person] ; Niles, Steve, author [person]",United States of America,"San Diego, California",,2018
9781600101076,30 days of night. Eben & Stella,Eben & Stella,"Niles, Steve","DeConnick, Kelly Sue [person] ; Niles, Steve [person] ; Randall, Justin [person]",England ; United States of America,"London ; San Diego, California",Diamond,2007
9781613770771,"30 days of night. Night, again","Night, again ; Thirty days of night. Night, again","Lansdale, Joe R.","Templesmith, Ben, 1984- [person] ; Kieth, Sam [person] ; Niles, Steve [person] ; Lansdale, Joe R., 1951- [person]",United States of America,"San Diego, California",,2011
